Date	Kind of Business	NAICS  Code	Number of Records	Value
8/1/1992 	Full service restaurants	7221	1	7535
8/1/1992 	 Limited service eating places	7222	1	7846
8/1/1992 	Drinking places	7224	1	1021
9/1/1992 	 Retail and food services sales total		1	164617
9/1/1992 	GAFO(1)		1	41474
9/1/1992 	Retail sales and food services excl motor vehicle and parts		1	128734
9/1/1992 	Retail sales total		1	148158
9/1/1992 	Retail sales total (excl. motor vehicle and parts dealers)		1	112275
9/1/1992 	Motor vehicle and parts dealers	441	1	35883
9/1/1992 	Automobile dealers	4411	1	30965
9/1/1992 	Automobile and other motor vehicle dealers	44114412	1	32337
9/1/1992 	New car dealers	44111	1	28949
9/1/1992 	Used car dealers	44112	1	2016
9/1/1992 	Automotive parts acc. and tire stores	4413	1	3546
9/1/1992 	Furniture and home furnishings stores	442	1	4328
9/1/1992 	Furniture home furn electronics and appliance stores	442443	1	7735
9/1/1992 	Furniture stores	4421	1	2611
9/1/1992 	Home furnishings stores	4422	1	1717
9/1/1992 	Floor covering stores	44221	1	916
9/1/1992 	All other home furnishings stores	442299	1	
9/1/1992 	Electronics and appliance stores	443	1	3407
9/1/1992 	Appl.TV and other elect. stores	44311	1	2271
9/1/1992 	Household appliance stores	443111	1	682
9/1/1992 	 Radio T.V. and other elect. stores	443112	1	1589
9/1/1992 	 Computer and software stores	44312	1	946
9/1/1992 	Building mat. and garden equip. and supplies dealers	444	1	11309
9/1/1992 	Building mat. and supplies dealers	4441	1	9813
9/1/1992 	Paint and wallpaper stores	44412	1	
9/1/1992 	 Hardware stores	44413	1	1053
9/1/1992 	Food and beverage stores	445	1	30162
9/1/1992 	Grocery stores	4451	1	27475
9/1/1992 	Supermarkets and other grocery (except convenience) stores	44511	1	
9/1/1992 	Beer wine and liquor stores	4453	1	1770
9/1/1992 	Health and personal care stores	446	1	7071
9/1/1992 	Pharmacies and drug stores	44611	1	6074
9/1/1992 	Gasoline stations	447	1	13140
9/1/1992 	Clothing and clothing access. stores	448	1	9573
9/1/1992 	Clothing stores	4481	1	6878
9/1/1992 	 Men's clothing stores	44811	1	762
9/1/1992 	Women's clothing stores	44812	1	2560
9/1/1992 	Family clothing stores	44814	1	2687
9/1/1992 	Other clothing stores	44819	1	
9/1/1992 	Shoe stores	4482	1	1578
9/1/1992 	Jewelry stores	44831	1	1034
9/1/1992 	Sporting goods hobby book and music stores	451	1	3797
9/1/1992 	 Sporting goods stores	45111	1	1206
9/1/1992 	 Hobby toy and game stores	45112	1	638
9/1/1992 	Book stores	451211	1	861
9/1/1992 	General merchandise stores	452	1	18700
9/1/1992 	Department stores (excl.L.D)	4521	1	13323
9/1/1992 	Department stores (incl. L.D.)(2)	4521	1	13656
9/1/1992 	Department stores(excl. discount department stores)	452111	1	6461
9/1/1992 	Department stores(excl. discount department stores)	452111	1	6635
9/1/1992 	Discount dept. stores	452112	1	6862
9/1/1992 	Discount dept. stores	452112	1	7021
9/1/1992 	Other general merchandise stores	4529	1	5377
9/1/1992 	Warehouse clubs and superstores	45291	1	3078
9/1/1992 	All other gen. merchandise stores	45299	1	2299
9/1/1992 	Miscellaneous store retailers	453	1	4454
9/1/1992 	Office supplies stationery and gift stores	4532	1	1669
9/1/1992 	Office supplies and stationery stores	45321	1	795
9/1/1992 	Gift novelty and souvenir stores	45322	1	874
9/1/1992 	Used merchandise stores	4533	1	523
9/1/1992 	Nonstore retailers	454	1	6334
9/1/1992 	Electronic shopping and mail-order houses	4541	1	2932
9/1/1992 	Fuel dealers	45431	1	1150
9/1/1992 	Food services and drinking places	722	1	16459
9/1/1992 	Full service restaurants	7221	1	6921
9/1/1992 	 Limited service eating places	7222	1	7165
9/1/1992 	Drinking places	7224	1	958
10/1/1992 	 Retail and food services sales total		1	173654
10/1/1992 	GAFO(1)		1	44896
10/1/1992 	Retail sales and food services excl motor vehicle and parts		1	136916
10/1/1992 	Retail sales total		1	155986
10/1/1992 	Retail sales total (excl. motor vehicle and parts dealers)		1	119248
10/1/1992 	Motor vehicle and parts dealers	441	1	36738
10/1/1992 	Automobile dealers	4411	1	31578
10/1/1992 	Automobile and other motor vehicle dealers	44114412	1	32947
10/1/1992 	New car dealers	44111	1	29429
10/1/1992 	Used car dealers	44112	1	2149
10/1/1992 	Automotive parts acc. and tire stores	4413	1	3791
10/1/1992 	Furniture and home furnishings stores	442	1	4497
10/1/1992 	Furniture home furn electronics and appliance stores	442443	1	8082
10/1/1992 	Furniture stores	4421	1	2665
10/1/1992 	Home furnishings stores	4422	1	1832
10/1/1992 	Floor covering stores	44221	1	977
10/1/1992 	All other home furnishings stores	442299	1	
10/1/1992 	Electronics and appliance stores	443	1	3585
10/1/1992 	Appl.TV and other elect. stores	44311	1	2417
10/1/1992 	Household appliance stores	443111	1	732
10/1/1992 	 Radio T.V. and other elect. stores	443112	1	1685
10/1/1992 	 Computer and software stores	44312	1	979
10/1/1992 	Building mat. and garden equip. and supplies dealers	444	1	11605
10/1/1992 	Building mat. and supplies dealers	4441	1	10018
10/1/1992 	Paint and wallpaper stores	44412	1	
10/1/1992 	 Hardware stores	44413	1	1105
10/1/1992 	Food and beverage stores	445	1	31407
10/1/1992 	Grocery stores	4451	1	28583
10/1/1992 	Supermarkets and other grocery (except convenience) stores	44511	1	
10/1/1992 	Beer wine and liquor stores	4453	1	1882
10/1/1992 	Health and personal care stores	446	1	7466
10/1/1992 	Pharmacies and drug stores	44611	1	6439
10/1/1992 	Gasoline stations	447	1	13663
10/1/1992 	Clothing and clothing access. stores	448	1	10254
10/1/1992 	Clothing stores	4481	1	7514
10/1/1992 	 Men's clothing stores	44811	1	841
10/1/1992 	Women's clothing stores	44812	1	2755
10/1/1992 	Family clothing stores	44814	1	2993
10/1/1992 	Other clothing stores	44819	1	
10/1/1992 	Shoe stores	4482	1	1529
10/1/1992 	Jewelry stores	44831	1	1122
10/1/1992 	Sporting goods hobby book and music stores	451	1	3758
10/1/1992 	 Sporting goods stores	45111	1	1120
10/1/1992 	 Hobby toy and game stores	45112	1	789
10/1/1992 	Book stores	451211	1	645
10/1/1992 	General merchandise stores	452	1	20970
10/1/1992 	Department stores (excl.L.D)	4521	1	14961
10/1/1992 	Department stores (incl. L.D.)(2)	4521	1	15318
10/1/1992 	Department stores(excl. discount department stores)	452111	1	7082
10/1/1992 	Department stores(excl. discount department stores)	452111	1	7274
10/1/1992 	Discount dept. stores	452112	1	7879
10/1/1992 	Discount dept. stores	452112	1	8044
10/1/1992 	Other general merchandise stores	4529	1	6009
10/1/1992 	Warehouse clubs and superstores	45291	1	3429
10/1/1992 	All other gen. merchandise stores	45299	1	2580
10/1/1992 	Miscellaneous store retailers	453	1	4768
10/1/1992 	Office supplies stationery and gift stores	4532	1	1832
10/1/1992 	Office supplies and stationery stores	45321	1	820
10/1/1992 	Gift novelty and souvenir stores	45322	1	1012
10/1/1992 	Used merchandise stores	4533	1	483
10/1/1992 	Nonstore retailers	454	1	7275
10/1/1992 	Electronic shopping and mail-order houses	4541	1	3436
10/1/1992 	Fuel dealers	45431	1	1431
10/1/1992 	Food services and drinking places	722	1	17668
10/1/1992 	Full service restaurants	7221	1	7439
10/1/1992 	 Limited service eating places	7222	1	7699
10/1/1992 	Drinking places	7224	1	1041
11/1/1992 	 Retail and food services sales total		1	171546
11/1/1992 	GAFO(1)		1	51222
11/1/1992 	Retail sales and food services excl motor vehicle and parts		1	139186
11/1/1992 	Retail sales total		1	154823
11/1/1992 	Retail sales total (excl. motor vehicle and parts dealers)		1	122463
11/1/1992 	Motor vehicle and parts dealers	441	1	32360
11/1/1992 	Automobile dealers	4411	1	27838
11/1/1992 	Automobile and other motor vehicle dealers	44114412	1	28908
11/1/1992 	New car dealers	44111	1	26171
11/1/1992 	Used car dealers	44112	1	1667
11/1/1992 	Automotive parts acc. and tire stores	4413	1	3452
11/1/1992 	Furniture and home furnishings stores	442	1	4687
11/1/1992 	Furniture home furn electronics and appliance stores	442443	1	8529
11/1/1992 	Furniture stores	4421	1	2768
11/1/1992 	Home furnishings stores	4422	1	1919
11/1/1992 	Floor covering stores	44221	1	940
11/1/1992 	All other home furnishings stores	442299	1	
11/1/1992 	Electronics and appliance stores	443	1	3842
11/1/1992 	Appl.TV and other elect. stores	44311	1	2713
11/1/1992 	Household appliance stores	443111	1	753
11/1/1992 	 Radio T.V. and other elect. stores	443112	1	1960
11/1/1992 	 Computer and software stores	44312	1	945
11/1/1992 	Building mat. and garden equip. and supplies dealers	444	1	10156
11/1/1992 	Building mat. and supplies dealers	4441	1	8835
11/1/1992 	Paint and wallpaper stores	44412	1	
11/1/1992 	 Hardware stores	44413	1	1037
11/1/1992 	Food and beverage stores	445	1	30388
11/1/1992 	Grocery stores	4451	1	27620
11/1/1992 	Supermarkets and other grocery (except convenience) stores	44511	1	
11/1/1992 	Beer wine and liquor stores	4453	1	1831
11/1/1992 	Health and personal care stores	446	1	7114
11/1/1992 	Pharmacies and drug stores	44611	1	6175
11/1/1992 	Gasoline stations	447	1	13064
11/1/1992 	Clothing and clothing access. stores	448	1	11187
11/1/1992 	Clothing stores	4481	1	8201
11/1/1992 	 Men's clothing stores	44811	1	913
11/1/1992 	Women's clothing stores	44812	1	2946
11/1/1992 	Family clothing stores	44814	1	3399
11/1/1992 	Other clothing stores	44819	1	
11/1/1992 	Shoe stores	4482	1	1516
11/1/1992 	Jewelry stores	44831	1	1364
11/1/1992 	Sporting goods hobby book and music stores	451	1	4428
11/1/1992 	 Sporting goods stores	45111	1	1207
11/1/1992 	 Hobby toy and game stores	45112	1	1332
11/1/1992 	Book stores	451211	1	642
11/1/1992 	General merchandise stores	452	1	25024
11/1/1992 	Department stores (excl.L.D)	4521	1	18128
11/1/1992 	Department stores (incl. L.D.)(2)	4521	1	18531
11/1/1992 	Department stores(excl. discount department stores)	452111	1	8996
11/1/1992 	Department stores(excl. discount department stores)	452111	1	9206
11/1/1992 	Discount dept. stores	452112	1	9132
11/1/1992 	Discount dept. stores	452112	1	9325
11/1/1992 	Other general merchandise stores	4529	1	6896
11/1/1992 	Warehouse clubs and superstores	45291	1	4013
11/1/1992 	All other gen. merchandise stores	45299	1	2883
11/1/1992 	Miscellaneous store retailers	453	1	4848
11/1/1992 	Office supplies stationery and gift stores	4532	1	2054
11/1/1992 	Office supplies and stationery stores	45321	1	803
11/1/1992 	Gift novelty and souvenir stores	45322	1	1251
11/1/1992 	Used merchandise stores	4533	1	465
11/1/1992 	Nonstore retailers	454	1	7725
11/1/1992 	Electronic shopping and mail-order houses	4541	1	3922
11/1/1992 	Fuel dealers	45431	1	1532
11/1/1992 	Food services and drinking places	722	1	16723
11/1/1992 	Full service restaurants	7221	1	7114
11/1/1992 	 Limited service eating places	7222	1	7209
11/1/1992 	Drinking places	7224	1	999
12/1/1992 	 Retail and food services sales total		1	208837
12/1/1992 	GAFO(1)		1	78590
12/1/1992 	Retail sales and food services excl motor vehicle and parts		1	175770
12/1/1992 	Retail sales total		1	191346
12/1/1992 	Retail sales total (excl. motor vehicle and parts dealers)		1	158279
12/1/1992 	Motor vehicle and parts dealers	441	1	33067
12/1/1992 	Automobile dealers	4411	1	28237
12/1/1992 	Automobile and other motor vehicle dealers	44114412	1	29620
12/1/1992 	New car dealers	44111	1	26654
12/1/1992 	Used car dealers	44112	1	1583
12/1/1992 	Automotive parts acc. and tire stores	4413	1	3447
12/1/1992 	Furniture and home furnishings stores	442	1	5287
12/1/1992 	Furniture home furn electronics and appliance stores	442443	1	10869
12/1/1992 	Furniture stores	4421	1	3049
12/1/1992 	Home furnishings stores	4422	1	2238
12/1/1992 	Floor covering stores	44221	1	928
12/1/1992 	All other home furnishings stores	442299	1	
12/1/1992 	Electronics and appliance stores	443	1	5582
12/1/1992 	Appl.TV and other elect. stores	44311	1	3980
12/1/1992 	Household appliance stores	443111	1	920
12/1/1992 	 Radio T.V. and other elect. stores	443112	1	3060
12/1/1992 	 Computer and software stores	44312	1	1288
12/1/1992 	Building mat. and garden equip. and supplies dealers	444	1	10271
12/1/1992 	Building mat. and supplies dealers	4441	1	8765
12/1/1992 	Paint and wallpaper stores	44412	1	
12/1/1992 	 Hardware stores	44413	1	1164
12/1/1992 	Food and beverage stores	445	1	34170
12/1/1992 	Grocery stores	4451	1	30294
12/1/1992 	Supermarkets and other grocery (except convenience) stores	44511	1	
12/1/1992 	Beer wine and liquor stores	4453	1	2511
12/1/1992 	Health and personal care stores	446	1	9234
12/1/1992 	Pharmacies and drug stores	44611	1	8119
12/1/1992 	Gasoline stations	447	1	13488
12/1/1992 	Clothing and clothing access. stores	448	1	18395
12/1/1992 	Clothing stores	4481	1	12721
12/1/1992 	 Men's clothing stores	44811	1	1557
12/1/1992 	Women's clothing stores	44812	1	4416
12/1/1992 	Family clothing stores	44814	1	5337
12/1/1992 	Other clothing stores	44819	1	
12/1/1992 	Shoe stores	4482	1	2039
12/1/1992 	Jewelry stores	44831	1	3436
12/1/1992 	Sporting goods hobby book and music stores	451	1	8565
12/1/1992 	 Sporting goods stores	45111	1	2153
12/1/1992 	 Hobby toy and game stores	45112	1	3226
12/1/1992 	Book stores	451211	1	1165
12/1/1992 	General merchandise stores	452	1	37373
12/1/1992 	Department stores (excl.L.D)	4521	1	27218
12/1/1992 	Department stores (incl. L.D.)(2)	4521	1	27784
12/1/1992 	Department stores(excl. discount department stores)	452111	1	13801
12/1/1992 	Department stores(excl. discount department stores)	452111	1	14121
12/1/1992 	Discount dept. stores	452112	1	13417
12/1/1992 	Discount dept. stores	452112	1	13663
12/1/1992 	Other general merchandise stores	4529	1	10155
12/1/1992 	Warehouse clubs and superstores	45291	1	5740
12/1/1992 	All other gen. merchandise stores	45299	1	4415
12/1/1992 	Miscellaneous store retailers	453	1	7213
12/1/1992 	Office supplies stationery and gift stores	4532	1	3388
12/1/1992 	Office supplies and stationery stores	45321	1	943
12/1/1992 	Gift novelty and souvenir stores	45322	1	2445
12/1/1992 	Used merchandise stores	4533	1	582
12/1/1992 	Nonstore retailers	454	1	8701
12/1/1992 	Electronic shopping and mail-order houses	4541	1	4530
12/1/1992 	Fuel dealers	45431	1	1978
12/1/1992 	Food services and drinking places	722	1	17491
12/1/1992 	Full service restaurants	7221	1	7329
12/1/1992 	 Limited service eating places	7222	1	7665
12/1/1992 	Drinking places	7224	1	1034
1/1/1993 	 Retail and food services sales total		1	153221
1/1/1993 	GAFO(1)		1	36694
1/1/1993 	Retail sales and food services excl motor vehicle and parts		1	121021
1/1/1993 	Retail sales total		1	137020
1/1/1993 	Retail sales total (excl. motor vehicle and parts dealers)		1	104820
1/1/1993 	Motor vehicle and parts dealers	441	1	32200
1/1/1993 	Automobile dealers	4411	1	27823
1/1/1993 	Automobile and other motor vehicle dealers	44114412	1	29054
1/1/1993 	New car dealers	44111	1	25801
1/1/1993 	Used car dealers	44112	1	2022
1/1/1993 	Automotive parts acc. and tire stores	4413	1	3146
1/1/1993 	Furniture and home furnishings stores	442	1	4104
1/1/1993 	Furniture home furn electronics and appliance stores	442443	1	7662
1/1/1993 	Furniture stores	4421	1	2553
1/1/1993 	Home furnishings stores	4422	1	1551
1/1/1993 	Floor covering stores	44221	1	828
1/1/1993 	All other home furnishings stores	442299	1	
1/1/1993 	Electronics and appliance stores	443	1	3558
1/1/1993 	Appl.TV and other elect. stores	44311	1	2365
1/1/1993 	Household appliance stores	443111	1	641
1/1/1993 	 Radio T.V. and other elect. stores	443112	1	1724
1/1/1993 	 Computer and software stores	44312	1	1034
1/1/1993 	Building mat. and garden equip. and supplies dealers	444	1	8947
1/1/1993 	Building mat. and supplies dealers	4441	1	7746
1/1/1993 	Paint and wallpaper stores	44412	1	
1/1/1993 	 Hardware stores	44413	1	879
1/1/1993 	Food and beverage stores	445	1	30039
1/1/1993 	Grocery stores	4451	1	27571
1/1/1993 	Supermarkets and other grocery (except convenience) stores	44511	1	
1/1/1993 	Beer wine and liquor stores	4453	1	1614
1/1/1993 	Health and personal care stores	446	1	7172
1/1/1993 	Pharmacies and drug stores	44611	1	6163
1/1/1993 	Gasoline stations	447	1	12527
1/1/1993 	Clothing and clothing access. stores	448	1	7502
1/1/1993 	Clothing stores	4481	1	5439
1/1/1993 	 Men's clothing stores	44811	1	695
1/1/1993 	Women's clothing stores	44812	1	2123
1/1/1993 	Family clothing stores	44814	1	1943
1/1/1993 	Other clothing stores	44819	1	
1/1/1993 	Shoe stores	4482	1	1173
1/1/1993 	Jewelry stores	44831	1	795
1/1/1993 	Sporting goods hobby book and music stores	451	1	3801
1/1/1993 	 Sporting goods stores	45111	1	1032
1/1/1993 	 Hobby toy and game stores	45112	1	598
1/1/1993 	Book stores	451211	1	998
1/1/1993 	General merchandise stores	452	1	16097
1/1/1993 	Department stores (excl.L.D)	4521	1	11164
1/1/1993 	Department stores (incl. L.D.)(2)	4521	1	11429
1/1/1993 	Department stores(excl. discount department stores)	452111	1	4985
1/1/1993 	Department stores(excl. discount department stores)	452111	1	5139
1/1/1993 	Discount dept. stores	452112	1	6179
1/1/1993 	Discount dept. stores	452112	1	6290
1/1/1993 	Other general merchandise stores	4529	1	4933
1/1/1993 	Warehouse clubs and superstores	45291	1	2878
1/1/1993 	All other gen. merchandise stores	45299	1	2055
1/1/1993 	Miscellaneous store retailers	453	1	4350
1/1/1993 	Office supplies stationery and gift stores	4532	1	1632
1/1/1993 	Office supplies and stationery stores	45321	1	875
1/1/1993 	Gift novelty and souvenir stores	45322	1	757
1/1/1993 	Used merchandise stores	4533	1	403
1/1/1993 	Nonstore retailers	454	1	6723
1/1/1993 	Electronic shopping and mail-order houses	4541	1	3057
1/1/1993 	Fuel dealers	45431	1	1893
1/1/1993 	Food services and drinking places	722	1	16201
1/1/1993 	Full service restaurants	7221	1	6830
